"ID","Region","Regulated Dam","Primary Purpose","Primary Type","Years Modified","Spillway","Hazard","Assessment","Height (m)","Length (km)","Volume (m3)","Year Completed","Surface (km2)","Drainage (km2)","Last Inspection Date","Inspection Frequency","Distance to Nearest City (km)","Assessment Date","Probability of Failure","Loss given failure - prop (Qm)","Loss given failure - liab (Qm)","Loss given failure - BI (Qm)"
"SOAD08107","Navaldia","Yes","Recreation","Earth","2017S","Uncontrolled","Low","Not Rated",6.793,0.157,10000,1973,0.05122,2.66329,2019-06-20,5,82.01,2014-06-18,0.0726,44.2,14.6,8.2
"SOAD08136","Navaldia","No","Irrigation","Earth","1975O","Uncontrolled","Low","Not Rated",6.645,0.147,0,1976,0,0,1976-12-03,0,48.29,2014-06-18,0.1094,16.8,18.8,13.9
"SOAD08245","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",9.07,0.1,0,1976,0.03349,335.57454,1980-11-13,0,1.54,2014-06-18,0.103,41.6,176.7,4
"SOAD08539","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",5.308,0.025,0,1955,0.11229,0,2021-11-18,1,58.6,2017-09-01,0.0664,10.3,104.3,12.2
"SOAD08624","Lyndrassia","No","Other","Earth","1975H","Uncontrolled","Significant","Not Rated",9.008,0.133,0,1980,0.04137,790.99713,1997-05-29,0,47.79,2014-06-18,0.1119,43.9,224.5,5.7
"SOAD08886","Flumevale","Yes","Fish and Wildlife Pond","Earth","2000","Uncontrolled","Low","Not Rated",26.571,0.083,935000,1977,0.08077,0,1989-09-20,0,66.47,2014-06-18,0.1071,37.1,129.6,9
"SOAD08899","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Rockfill","1942","Uncontrolled","Low","Not Rated",7.182,0.1,0,1954,0.04137,593.91367,1981-03-27,0,0,2014-06-18,0.0861,39.3,901.5,10.2
"SOAD09432","Lyndrassia","No","Fish and Wildlife Pond","Earth","1999","Uncontrolled","Low","Not Rated",8.448,0.15,9043,1976,0.04334,1105.26535,1979-08-21,0,11.23,2014-06-18,0.0823,5.5,23.7,8.9
"SOAD09717","Navaldia","Yes","Recreation","Earth","2016O","Uncontrolled","High","Not Rated",8.648,0.133,13362,1981,0.03152,7.98987,2023-06-07,5,0,2021-01-26,0.1283,46.1,728.2,6.3
"SOAD09722","Lyndrassia","No","Recreation","Earth","2008","Uncontrolled","High","Not Rated",9.043,0.142,0,1949,0.03152,1158.53115,1980-07-25,0,0,2014-06-18,0.0914,36,342.7,4.9
"SOAD09998","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",8.549,0.1,0,1963,0.03152,591.25038,1979-05-18,0,8.42,2014-06-18,0.0883,17.9,397.1,4.4
"SOAD10140","Lyndrassia","No","Flood Risk Reduction","Gravity","1937","Controlled","Low","Not Rated",3.365,0.033,648,2003,0.07683,7.98987,2011-07-16,5,0,2014-06-18,0.0746,40.4,232.2,5.1
"SOAD10188","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2003O","Uncontrolled","Low","Not Rated",9.437,0.056,0,1959,0,1866.96629,1979-06-25,0,20.74,2014-06-18,0.0654,16.9,191.6,40
"SOAD10327","Flumevale","No","Hydroelectric","Earth","2009","Uncontrolled","Low","Satisfactory",3.72,0.037,100,1855,0.07486,2.66329,2019-08-12,3,70.15,2023-09-29,0.0616,42.2,19.7,82.7
"SOAD10505","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",15.591,0.173,11300,1968,0.01182,2.66329,2019-06-12,5,57.15,2014-06-18,0.0904,9.6,13,4.2
"SOAD10835","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",8.56,0.083,17804,1935,0.09653,37.28606,2007-04-17,5,87.82,2014-06-18,0.0876,18.2,86.2,9.1
"SOAD10845","Navaldia","No","Irrigation","Earth","2008O","Uncontrolled","Low","Not Rated",3.633,0.657,52265,1907,0.02167,0,2009-09-29,6,33.15,2014-10-01,0.1126,28,171.9,21
"SOAD11316","Lyndrassia","No","Recreation","Rockfill","1936","Uncontrolled","Low","Not Rated",8.858,0.16,0,1962,0.03152,902.85531,1981-01-21,0,0,2014-06-18,0.1184,8.9,724.5,7
"SOAD11470","Navaldia","Yes","Recreation","Earth","2003S;2007S","Uncontrolled","Low","Not Rated",3.966,0.143,2780,1820,0.08668,2.66329,2015-06-26,5,75.35,2014-06-18,0.0787,15.2,7.2,6.8
"SOAD11497","Lyndrassia","No","Recreation","Earth","1999","Uncontrolled","Low","Not Rated",7.073,0.1,0,1955,0.04137,958.7844,1980-04-24,0,0,2014-06-18,0.1208,5.3,333.2,6.9
"SOAD11895","Lyndrassia","Yes","Irrigation","Earth","1950","Uncontrolled","Low","Not Rated",7.29,0.067,17314,1965,0.12805,0,2021-07-07,2,42.91,2014-06-18,0.1221,13.7,89.9,9.8
"SOAD11907","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2008O","Uncontrolled","Low","Not Rated",2.925,0.5,28625,1993,0.10244,0,1988-07-21,0,166.81,2014-06-18,0.1031,17.7,12,17.9
"SOAD12504","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",9.73,0.177,14839,1995,0.01773,711.09843,1999-09-01,1,68.99,2014-06-18,0.0782,30.5,19.3,7.1
"SOAD12611","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",8.684,0.125,0,1977,0.03349,636.52631,1981-01-21,0,13.02,2014-06-18,0.0875,17.5,367.7,8.1
"SOAD12751","Lyndrassia","No","Recreation","Earth","2004O","Uncontrolled","Low","Not Rated",10.688,0.108,0,1983,0.00788,162.46069,1998-03-25,0,1.69,2014-06-18,0.1,17.6,664.2,5.8
"SOAD13054","Navaldia","Yes","Recreation","Earth","2011O","Uncontrolled","Significant","Satisfactory",4.787,0.293,64000,1979,0.98303,2.66329,2017-09-08,2,7.67,2021-12-19,0.1175,360.6,26.7,6
"SOAD13076","Lyndrassia","No","Flood Risk Reduction","Gravity","1937","Controlled","Low","Not Rated",5.383,0.088,5000,1940,0.10047,15.97974,2018-09-05,5,42.01,2017-09-01,0.0703,6.8,7.5,4.7
"SOAD13394","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",5.439,0.033,0,1957,0.06501,516.67826,1979-05-18,0,15.67,2014-06-18,0.1182,22,180.6,4.7
"SOAD13400","Navaldia","Yes","Recreation","Stone","2002H;2002S","Uncontrolled","Low","Not Rated",2.892,0.033,3681,1919,0.15366,151.80753,2017-06-12,5,85.42,2017-09-01,0.0814,41.4,10,9.5
"SOAD13453","Navaldia","Yes","Recreation","Earth","2019S","Uncontrolled","High","Not Rated",5.158,0,4000,1918,0.0591,0,2022-03-29,1,0,2020-12-15,0.1263,33.4,546.8,4.7
"SOAD13828","Flumevale","Yes","Flood Risk Reduction","Earth","1973;1993","Uncontrolled","Low","Satisfactory",8.834,0.194,12629,1956,0.03349,0,2016-11-10,3,1.53,2022-09-29,0.075,30.2,447.7,6.1
"SOAD13927","Navaldia","Yes","Water Supply","Earth","1984S","Uncontrolled","High","Unsatisfactory",10.098,0.091,0,1869,0.01773,21.30632,2020-11-23,1,4.81,2020-09-14,0.1454,43.1,512.8,31.1
"SOAD14129","Flumevale","No","Hydroelectric","Concrete","1975S;1984S;1995","Uncontrolled","Low","Satisfactory",10.655,0.106,10193,1948,0.00788,42.61264,2017-06-14,3,9.86,2023-09-29,0.061,12.7,381.6,87.7
"SOAD14208","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",7.1,0.117,7389,1950,38.44652,564.61748,2022-06-22,6,15.16,2022-07-07,0.0682,6.3,396,36.4
"SOAD14389","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1987","Uncontrolled","Low","Not Rated",3.421,0.067,0,1954,0.08077,74.57212,2007-04-17,0,49.88,2014-06-18,0.121,9.3,157.3,33.9
"SOAD14400","Flumevale","Yes","Flood Risk Reduction","Earth","1968M","Uncontrolled","Low","Not Rated",10.273,0.134,10219,1956,0.03349,0,2014-09-25,3,5.05,2016-08-19,0.0876,38.9,129.6,6
"SOAD14495","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2012","Uncontrolled","Low","Not Rated",9.559,0.093,0,1961,0.02561,431.45298,2007-07-09,0,0,2014-06-18,0.1121,5.4,859.6,39.4
"SOAD14615","Lyndrassia","No","Grade Stabilization","Earth","2013","Uncontrolled","Low","Not Rated",10.404,0.12,9014,2007,0.08274,1049.33626,2007-10-03,0,63.96,2014-06-18,0.0894,29.8,23.2,3.5
"SOAD14656","Lyndrassia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",8.759,0.291,0,1959,0.03349,4964.37256,1979-05-16,0,11.47,2014-06-18,0.1142,47.5,172.6,8.7
"SOAD14982","Lyndrassia","No","Debris Control","Earth","1937","Uncontrolled","Low","Not Rated",8.653,0.133,0,1958,0.03349,1696.51573,1981-03-27,0,16.59,2014-06-18,0.0893,41.5,364.3,3.8
"SOAD15106","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","High","Not Rated",8.415,0.1,0,1970,0.03349,4327.84625,1981-01-21,0,0,2014-06-18,0.0963,27.2,818.3,3.7
"SOAD15218","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",7.294,0.075,0,1930,0.05319,23.96961,2007-01-29,0,21.8,2013-09-04,0.1206,6,301.4,29.1
"SOAD15388","Lyndrassia","No","Grade Stabilization","Earth","1999","Uncontrolled","Low","Not Rated",12.148,0.243,18700,1994,0.0394,492.70865,2000-11-01,0,39.97,2014-06-18,0.0907,40.5,10.9,28
"SOAD15432","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",5.062,0.067,53200,1960,0.06698,0,2007-05-08,0,17.89,2014-06-18,0.1143,16.2,278,7.1
"SOAD15750","Flumevale","Yes","Flood Risk Reduction","Earth","2012","Uncontrolled","Low","Fair",7.122,0.127,13511,1961,0.04137,7.98987,2018-04-11,3,30.54,2018-07-24,0.0691,9.7,145.4,36.9
"SOAD15941","Flumevale","Yes","Other","Buttress","2020","Uncontrolled","Low","Satisfactory",5.082,0.085,460,1910,0.1773,0,2022-04-22,0.5,34.93,2017-09-01,0.0721,8.8,12.4,42.1
"SOAD15986","Navaldia","No","Recreation","Earth","1989S","Uncontrolled","Low","Not Rated",10.129,0.117,20861,1980,0,2.66329,1980-01-01,0,24.23,2014-06-18,0.0865,43.8,450.2,7.8
"SOAD16055","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2007S","Uncontrolled","Low","Not Rated",9.369,0.286,10620,1975,0,1059.98942,1982-05-12,0,58.21,2014-06-18,0.0808,33.5,19,9.4
"SOAD16312","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",8.222,0.295,15124,1976,0.00788,2.66329,1986-10-06,0,34.46,2014-06-18,0.0924,40.4,9.4,9.3
"SOAD16324","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",5.133,0.062,2861,1960,0.04137,0,2018-10-19,1,17.14,2022-05-03,0.122,21.5,318.8,7.1
"SOAD16365","Flumevale","Yes","Fish and Wildlife Pond","Earth","2007","Uncontrolled","Low","Not Rated",3.556,0.249,9099,1968,0.06107,13.31645,2014-08-11,6,39.26,2016-04-27,0.0374,29.3,179.1,9.5
"SOAD16528","Lyndrassia","No","Flood Risk Reduction","Earth","2017O","Uncontrolled","Low","Not Rated",7.808,0.15,15000,1977,0.06304,7153.59694,1976-04-23,0,0,2014-06-18,0.1188,27,7.4,7.6
"SOAD16834","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2012","Uncontrolled","Low","Not Rated",5.685,0.099,0,1966,0.06304,5188.08892,1981-01-29,0,17.02,2014-06-18,0.0675,13,232.2,7.1
"SOAD16958","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",9.148,0.223,0,1964,0.03152,679.13895,1981-03-27,0,0,2014-06-18,0.1304,18.4,872.9,9
"SOAD16971","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",10.675,0.135,11771,1972,0,0,1976-03-03,0,31.39,2014-06-18,0.1122,23.4,15.6,3.1
"SOAD17008","Lyndrassia","No","Grade Stabilization","Earth","2017O","Uncontrolled","Low","Not Rated",8.363,0.178,12234,1967,0.08471,2311.73572,1998-06-18,0,0,2014-06-18,0.0999,38,8.9,4.8
"SOAD17056","Lyndrassia","Yes","Other","Earth","1990","Uncontrolled","High","Unsatisfactory",17.19,0.133,55000,1958,0.03546,0,1986-07-17,0,4.6,2007-12-21,0.1439,30.6,200.8,11.9
"SOAD17219","Lyndrassia","Yes","Other","Earth","1996","Uncontrolled","Low","Satisfactory",12.232,0.128,18000,1963,0.03349,2.66329,2022-11-02,5,29.24,2007-12-19,0.0267,43.1,293.1,8.5
"SOAD17379","Lyndrassia","No","Flood Risk Reduction","Earth","1936","Uncontrolled","High","Not Rated",8.9,0.1,0,1966,0.03349,1872.29287,1990-08-16,0,0,2014-06-18,0.081,23.8,565.6,6.9
"SOAD17463","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",6.221,0.33,35840,1950,0.12608,0,2016-08-16,6,56.81,2020-10-22,0.0792,16.4,111.5,8.3
"SOAD17486","Navaldia","Yes","Recreation","Other","2008S;2013S","Uncontrolled","Significant","Not Rated",4.292,0.133,11014,1975,0.13199,1486.11582,2016-10-11,5,20.32,2021-10-11,0.1534,31.9,309.5,5.7
"SOAD17538","Navaldia","Yes","Recreation","Earth","2003S;2007S","Uncontrolled","Low","Not Rated",4.277,0.2,19729,2005,0.04925,7.98987,2015-06-10,5,81.91,2014-06-18,0.0915,30.2,6.1,4.8
"SOAD17635","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2004","Uncontrolled","Low","Not Rated",3.627,0.067,0,1953,0.09653,0,1979-08-27,0,31.18,2014-06-18,0.0955,18.2,75.4,3.1
"SOAD17708","Flumevale","Yes","Recreation","Earth","2017","Uncontrolled","Low","Satisfactory",9.125,0.107,0,1957,0.0394,106.5316,2019-09-24,6,9.88,2010-06-04,0.0287,15,303.8,7.4
"SOAD18413","Lyndrassia","No","Irrigation","Earth","2008","Uncontrolled","Low","Not Rated",6.953,0.333,21000,1977,0.08865,1534.05504,1979-08-23,0,50.43,2014-06-18,0.0739,26.8,5.9,12.5
"SOAD18619","Navaldia","Yes","Other","Earth","2005O","Uncontrolled","Low","Not Rated",4.015,0.037,2514,1974,0.15366,21.30632,2014-07-24,5,11.13,2014-06-18,0.0641,9.2,21.6,8.3
"SOAD19170","Lyndrassia","No","Flood Risk Reduction","Earth","2005","Uncontrolled","Low","Not Rated",7.37,0.16,16605,1990,0.04925,1094.61219,1991-05-17,0,4.84,2014-06-18,0.0999,21.3,7.5,30.3
"SOAD19684","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",10,0.187,20153,1996,0.06698,735.06804,2010-01-05,0,0,2014-06-18,0.103,25.7,17.6,41.5
"SOAD19823","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2004","Uncontrolled","Low","Not Rated",6.734,0.167,0,1945,0.10638,0,1984-11-27,0,11.36,2014-06-18,0.0995,17.2,244.7,4.4
"SOAD19859","Navaldia","No","Recreation","Earth","2005S","Uncontrolled","High","Not Available",5.253,0.153,6290,1984,0.05122,0,1999-11-09,0,15.53,2014-06-18,0.0724,45.6,248,5.4
"SOAD20269","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",10.352,0.1,1197,1966,0.03349,26.6329,2020-11-05,1,0,2022-08-22,0.0976,16.2,752.1,37.8
"SOAD00044","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1942","Uncontrolled","High","Not Rated",10.594,0.063,0,1967,0.02364,186.4303,1978-10-03,0,4.67,2014-06-18,0.1157,36.7,524.2,4.2
"SOAD00074","Navaldia","No","Recreation","Earth","1990O","Uncontrolled","Low","Not Rated",4.375,0.23,11580,1970,0.08077,2.66329,2010-09-08,5,151.39,2015-09-08,0.0863,26.5,18.6,5.1
"SOAD00202","Flumevale","Yes","Water Supply","Earth","2000","Uncontrolled","Low","Satisfactory",8.289,0.137,12980,1949,0.09259,0,2022-03-09,0.5,50.62,2017-09-01,0.0733,32,14.4,64.7
"SOAD00236","Lyndrassia","Yes","Irrigation","Earth","1950","Uncontrolled","Low","Not Rated",5.014,0.15,27000,1940,0.11032,13.31645,2015-07-14,5,27.61,2014-06-18,0.0707,6.1,321.6,28.5
"SOAD00443","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2004","Uncontrolled","Low","Not Rated",5.256,0.05,31600,1957,0.22458,0,2003-07-20,6,15.74,2012-06-20,0.0723,9.6,385.7,7.3
"SOAD00509","Lyndrassia","Yes","Irrigation","Earth","1950","Uncontrolled","Low","Not Rated",3.349,0.033,0,1964,0.15169,122.51134,2006-08-02,0,18.74,2014-06-18,0.1007,11.7,327.1,5.4
"SOAD01207","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",8.572,0.09,8692.81,1915,0.12608,0,2021-07-08,6,14.42,2015-10-23,0.0602,13.8,330.3,38.4
"SOAD01470","Navaldia","Yes","Recreation","Earth","2004H;2004S","Uncontrolled","Significant","Fair",6.884,0.115,0,1951,0.04728,2.66329,2018-09-11,2,70.15,2014-06-18,0.1399,6.7,381.5,5.1
"SOAD02501","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1968S","Uncontrolled","Low","Not Rated",10.971,0.097,11500,2002,0.00788,135.82779,2002-09-01,0,68.99,2014-06-18,0.0868,10.8,22.9,7.3
"SOAD02544","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2007S","Uncontrolled","Low","Not Rated",8.864,0.089,12000,1967,0,3853.78063,1973-01-26,0,34.01,2014-06-18,0.0704,16.7,12,30.3
"SOAD02739","Lyndrassia","No","Grade Stabilization","Earth","1999","Uncontrolled","Significant","Not Rated",7.702,0.217,12779,1974,0.00788,881.54899,2009-02-18,5,12.71,2014-06-18,0.1402,46.5,285.4,7.1
"SOAD02880","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",7.179,0.267,0,1950,0.0788,0,1989-08-31,0,53.68,2014-06-18,0.0683,11.1,64.2,5.6
"SOAD03058","Navaldia","No","Irrigation","Earth","1938S","Uncontrolled","Low","Not Rated",5.141,0.213,28380,1965,0.0591,0,2018-06-21,5,5,2014-06-18,0.1122,25.5,11.6,30.3
"SOAD03330","Navaldia","No","Irrigation","Earth","1981O","Uncontrolled","Low","Not Rated",3.013,0,30000,1975,0,0,2010-02-18,5,39.29,2015-02-18,0.1014,13.2,12.6,35.1
"SOAD03423","Flumevale","Yes","Irrigation","Earth","2007","Uncontrolled","Low","Not Rated",3.598,0.05,2222,1907,0.06698,0,1990-09-07,6,4.73,2014-06-18,0.0426,31,812.5,23.5
"SOAD03726","Flumevale","No","Other","Earth","1991","Uncontrolled","High","Not Available",28.961,0.267,499500,1929,1.45386,98.54173,2020-04-09,1,1.69,2017-09-01,0.1087,610.9,536.2,63.5
"SOAD03952","Navaldia","Yes","Water Supply","Concrete","2005","Uncontrolled","High","Poor",19.283,0.104,20000,1974,0.01773,18.64303,2020-12-15,1,0,2021-05-20,0.1085,13.7,825.7,48.9
"SOAD04386","Lyndrassia","No","Flood Risk Reduction","Earth","2008","Uncontrolled","Low","Not Rated",10.976,0.162,15052,2000,0.02561,279.64545,2000-10-01,1,64.38,2014-06-18,0.1188,26.9,5.1,5.8
"SOAD04406","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",11.099,0.143,0,1965,0.02561,284.97203,1978-09-13,0,0,2014-06-18,0.087,5,494.2,7.9
"SOAD04597","Navaldia","No","Water Supply","Earth","1985O","Uncontrolled","Low","Not Rated",4.136,0.273,13300,1962,0.08274,0,1985-03-27,0,78.87,2014-06-18,0.1087,5.1,22,36.9
"SOAD04768","Lyndrassia","No","Recreation","Earth","2004O","Uncontrolled","Low","Not Rated",9.074,0.1,0,1968,0.03349,122.51134,1979-05-07,0,22.78,2014-06-18,0.0695,14.2,181,9.5
"SOAD04816","Lyndrassia","No","Grade Stabilization","Earth","2013","Uncontrolled","Low","Not Rated",8.965,0.187,6700,1977,0.00788,687.12882,1979-05-17,0,69.07,2014-06-18,0.1182,6.3,5.4,9.4
"SOAD04904","Lyndrassia","No","Fish and Wildlife Pond","Earth","1999","Uncontrolled","Low","Not Rated",9.314,0.14,10702,1980,0.01773,356.88086,1971-04-16,0,4.75,2014-06-18,0.0953,9.4,13,23
"SOAD04951","Navaldia","No","Irrigation","Earth","2003O","Uncontrolled","Low","Not Rated",8.777,0.359,17440,1976,0,0,1983-12-06,0,71.15,2014-06-18,0.1151,19.3,18.2,43.7
"SOAD05115","Lyndrassia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",9.004,0.14,0,1977,0.03152,311.60493,1978-11-29,0,1.59,2014-06-18,0.087,39.2,485.6,3.3
"SOAD05450","Navaldia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",7.502,0.15,11350,1955,0.05122,0,2007-08-07,0,37.83,2014-06-18,0.1052,29.3,13.5,4.6
"SOAD05678","Lyndrassia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",8.374,0.067,0,1960,0.03349,234.36952,1979-08-21,0,0,2014-06-18,0.1132,26.8,670.5,4.9
"SOAD05759","Flumevale","Yes","Water Supply","Earth","2000","Uncontrolled","Significant","Not Rated",3.209,0.07,1604,1889,0.05713,0,2022-09-28,2,14.67,2021-04-29,0.1534,17.4,192.5,17.1
"SOAD06418","Lyndrassia","No","Other","Earth","1982","Uncontrolled","Low","Not Rated",8.647,0.077,0,1936,0.03546,138.49108,2007-01-29,0,35.16,2013-11-15,0.0737,44.8,191.2,28
"SOAD06816","Lyndrassia","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Fair",8.782,0.083,3000,1952,0.06895,0,2011-03-22,5,29.4,2015-07-21,0.114,12.3,153.8,15.5
"SOAD07222","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2007S","Uncontrolled","Low","Not Rated",10.592,0.13,13855,1976,0,0,1971-10-19,0,9.64,2014-06-18,0.0904,8.5,12.3,7.9
"SOAD07483","Navaldia","Yes","Recreation","Earth","2017S","Uncontrolled","Significant","Fair",5.389,0.075,6933,1986,0.05713,2.66329,2020-08-31,2,63.8,2022-05-31,0.1286,31.3,321.1,5.7
"SOAD07571","Navaldia","No","Other","Earth","1985O","Uncontrolled","Low","Not Rated",4.497,0.287,15124,1959,0,5.32658,1988-09-27,0,47.18,2014-06-18,0.0977,9.7,20.6,17.7
"SOAD07624","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",3.525,0.067,0,1950,0.0591,29.29619,1995-08-25,0,12.65,2018-05-23,0.1056,11.4,397.4,23.5
"SOAD07695","Navaldia","Yes","Recreation","Gravity","2006O","Uncontrolled","Low","Not Rated",4.326,0.083,0,1900,0,0,1978-12-07,0,82.01,2014-06-18,0.0801,26.6,18.5,3.2
"SOAD07937","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",6.713,0.167,6907,1947,0.22852,0,2022-07-28,1,9.91,2019-05-06,0.1084,21.4,232.4,33.8
"SOAD08131","Flumevale","Yes","Irrigation","Earth","1961","Uncontrolled","Low","Fair",4.051,0.103,5860,1927,0.03152,0,2013-09-24,6,7.76,2020-10-05,0.0445,26,142.1,6.9
"SOAD08231","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2004","Uncontrolled","Low","Not Rated",6.977,0.017,37900,1950,0.01576,5.32658,2020-09-04,2,74.8,2022-10-31,0.108,18.2,89.1,25
"SOAD08292","Lyndrassia","No","Flood Risk Reduction","Earth","1937","Controlled","Low","Not Rated",10.897,0.16,17796,2006,0.08077,1086.62232,2006-09-30,0,0,2014-06-18,0.1161,47.4,21.3,33.3
"SOAD08390","Lyndrassia","No","Other","Earth","2002","Uncontrolled","Low","Not Rated",8.761,0.267,0,1974,0.03349,295.62519,1981-04-28,0,4.83,2014-06-18,0.0724,10.4,831.5,7.5
"SOAD08391","Lyndrassia","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Fair",10.363,0.15,12370,1975,0.06895,2.66329,2014-08-05,5,40.87,2020-09-14,0.0831,10,229.3,5.5
"SOAD08626","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",6.009,0.078,0,1947,0.03546,0,1980-11-07,0,23.48,2014-06-18,0.0709,12.3,124.4,16.2
"SOAD09170","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1942","Uncontrolled","Low","Not Rated",11.629,0.13,0,1977,0.02364,876.22241,2004-04-21,0,7.79,2014-06-18,0.1063,22.9,300.2,3.5
"SOAD09762","Lyndrassia","Yes","Irrigation","Earth","1950","Uncontrolled","Low","Not Rated",5.041,0.115,41530,1965,0.04334,37.28606,2022-06-22,6,50.2,2022-05-31,0.079,12.6,171.5,3.1
"SOAD09889","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",7.564,0.138,7925,1989,0.01773,748.38449,1990-09-30,1,66,2014-06-18,0.1206,43.7,18.3,8.1
"SOAD10133","Lyndrassia","No","Flood Risk Reduction","Earth","2005","Uncontrolled","Low","Not Rated",10.196,0.143,20070,1994,0.06698,1398.22725,2006-12-13,0,29.32,2014-06-18,0.0943,35.4,17.1,9.2
